sheet_row,sheet_id,sheet_title,sheet_status,sheet_priority,classification,matched_template,matched_slug,recommended_action,confidence,notes
251,CU-129,Medicare vs Employer Insurance at 65: Which Should You Keep?,Ready,1,REVIEW_NEEDED,qa,do-i-need-medicare-if-i-have-employer-insurance,Review: looks like qa but jaccard only 0.50. Could keep as blog OR migrate.,0.50,Ambiguous match; needs human eyes
257,CU-135,How to Get Insulin When Uninsured in 2026,Ready,1,MIGRATE_TO_TEMPLATE,drug,how-to-get-insulin-uninsured,Migrate to drug template; delete from Sheet so blog-cron doesn't write it as a blog.,1.00,Strong match to drug topic 'how-to-get-insulin-uninsured' (jaccard 1.00)
258,CU-136,Navigating Medicare Part D Coverage Gaps (The Donut Hole in 2026),Ready,1,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
259,CU-137,How to Access Patient Assistance Programs (PAPs) for Top 50 Drugs,Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
260,CU-138,"The ""Medicare-Spouse"" Trap: Health Insurance for Younger Spouses",Ready,1,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
261,CU-139,Medicaid Unwinding: What to Do If You Were Wrongfully Terminated,Ready,1,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
262,CU-140,Pregnancy and the Uninsured: Immediate Medicaid Coverage Options,Ready,1,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
267,CU-145,How to Ask a Hospital for a Prompt-Pay Cash Discount,Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
268,CU-146,What to Do When a Debt Collector Violates the FDCPA for Medical Bills,Ready,2,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
269,CU-147,What to Do When Charity Care Applications are Unfairly Denied,Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
270,CU-148,The Role of Medical Billing Advocates and When to Hire One,Ready,2,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
271,CU-149,Disputing Out-of-Network Anesthesiology and Radiology Bills,Ready,2,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
272,CU-150,How to Handle Medical Debt After the Death of a Spouse,Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
273,CU-151,What Happens If You Leave the Hospital AMA — Will Insurance Still Pay?,Ready,2,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
274,CU-152,What Happens to Your Medical Debt When You Die? (State-by-State Guide),Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
275,CU-153,What to Do If Your Health Plan Denies Prior Authorization for a Drug,Ready,2,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
276,CU-154,State Pharmaceutical Assistance Programs (SPAPs) Explained,Ready,2,MIGRATE_TO_TEMPLATE,drug,state-pharmaceutical-assistance-programs,Migrate to drug template; delete from Sheet so blog-cron doesn't write it as a blog.,0.71,Strong match to drug topic 'state-pharmaceutical-assistance-programs' (jaccard 0.71)
277,CU-155,How to Request Tier Exceptions for Specialty Medications,Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
278,CU-156,Using Community Health Centers (340B Pricing) for Cheaper Prescriptions,Ready,2,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
279,CU-157,Alternatives to Expensive Biologics: Biosimilars in 2026,Ready,2,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
280,CU-158,How to Appeal a Medicare Part D Drug Denial,Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
281,CU-159,Disease-Specific Charity Funds: A Complete Directory,Ready,2,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
282,CU-160,GoodRx vs Cost Plus Drugs vs Manufacturer Coupons: Which Saves More?,Ready,2,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
283,CU-161,Generic vs Brand-Name Drug Price Comparison: 30 Most Prescribed Medications,Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
284,CU-162,Turning 26: Step-by-Step Guide to Transitioning Off Parent's Insurance,Ready,2,MIGRATE_TO_TEMPLATE,event,turning-26-step-by-step-2026,Migrate to event template; delete from Sheet so blog-cron doesn't write it as a blog.,0.88,Strong match to event topic 'turning-26-step-by-step-2026' (jaccard 0.88)
285,CU-163,Lost Your Job? COBRA vs ACA Marketplace Coverage Compared,Ready,2,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
286,CU-164,"The Basic Health Program (BHP): Who Qualifies in NY, MN, OR, and DC",Ready,2,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
287,CU-165,"Navigating the ACA ""Family Glitch"" Fix in 2026",Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
288,CU-166,Health Insurance for Early Retirees (Ages 55-64),Ready,2,REVIEW_NEEDED,persona,early-retirees,Review: looks like persona but jaccard only 0.50. Could keep as blog OR migrate.,0.50,Ambiguous match; needs human eyes
289,CU-167,Health Insurance After Divorce: Who Keeps Coverage?,Ready,2,MIGRATE_TO_TEMPLATE,event,divorce-health-insurance-qa,Migrate to event template; delete from Sheet so blog-cron doesn't write it as a blog.,0.86,Strong match to event topic 'divorce-health-insurance-qa' (jaccard 0.86)
290,CU-168,Veterans Transitioning to Civilian Health Insurance,Ready,2,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
291,CU-169,How Medical Bills and Health Insurance Affect Your Tax Return,Ready,2,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
292,CU-170,Catastrophic Health Plans: Who Should Buy Them?,Ready,2,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
293,CU-171,Health Care Sharing Ministries vs Traditional Insurance,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
294,CU-172,How to Access Federally Qualified Health Centers (FQHCs),Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
295,CU-173,Pros and Cons of Zion HealthShare vs Medi-Share,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
296,CU-174,Using Sliding-Scale Clinics for Mental Health Services,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
297,CU-175,Pre-Existing Condition Clauses in Health Sharing Ministries,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
298,CU-176,Finding Affordable Vision Care and Glasses Without Insurance,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
299,CU-177,Navigating Out-of-Pocket Cash Pay Surgery Centers,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
300,CU-178,HealthShare Maternity Benefits and Limitations,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
301,CU-179,Short-Term Health Insurance Limitations by State,Ready,3,REVIEW_NEEDED,qa,short-term-health-insurance-eligibility,Review: looks like qa but jaccard only 0.56. Could keep as blog OR migrate.,0.56,Ambiguous match; needs human eyes
302,CU-180,Manufacturer Grant Programs for Cancer Treatment,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
303,CU-181,Can You Use GoodRx If You Have Medicare?,Ready,3,MIGRATE_TO_TEMPLATE,qa,can-i-use-goodrx-with-medicare,Migrate to qa template; delete from Sheet so blog-cron doesn't write it as a blog.,0.67,Strong match to qa topic 'can-i-use-goodrx-with-medicare' (jaccard 0.67)
304,CU-182,Script Templates for Negotiating Medical Bills in Collections,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
305,CU-183,ACA Open Enrollment Checklist: 10 Things Before the Deadline,Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
306,CU-184,Navigating Medical Bills After a Car Accident: PIP and Subrogation,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
307,CU-185,How to Safely Import Medications from Canadian Pharmacies,Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
313,CU-305,Why Hospitals Charge $200 for a Tylenol: The Chargemaster Explained,Held,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
316,CU-308,What Is a Facility Fee -- and Why You're Being Billed Twice,Held,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
317,CU-309,"California Medical Debt Law 2026: Hospital Fair Pricing Act, SB 1061, and What's New",Held,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
318,CU-310,How Much Does an MRI Cost in 2026? CPT 70553/72148 vs. Hospital Chargemaster,Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
319,CU-311,"Cleveland Clinic Charity Care 2026: Income Thresholds, Application, and What to Submit",Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
320,CU-312,Mayo Clinic Charity Care: Who Qualifies in 2026 (Up to 400% FPL),Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
321,CU-313,Sample Medical Bill Dispute Letter (Free Template + Hospital-Specific Generator),Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
322,CU-314,How Much Does a Colonoscopy Cost? CPT 45378 Medicare Rate vs. What Hospitals Charge,Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
323,CU-315,New York Hospital Financial Assistance Law: Up to 500% FPL Sliding Scale (2026),Ready,1,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
324,CU-316,How to Negotiate a Hospital Bill: 7 Scripts That Actually Work (2026),Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
325,CU-317,How to Request an Itemized Hospital Bill (and Why You Must Before Disputing),Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
326,CU-318,No Surprises Act 2026: What's Still Protected and What's Not,Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
327,CU-319,What Is a Surprise Medical Bill and How to Use the No Surprises Act IDR Portal,Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
328,CU-320,How Much Does a CT Scan Cost? CPT 74177 vs. Your Hospital's Chargemaster,Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
329,CU-321,Kaiser Permanente Charity Care: How Self-Pay Patients Qualify in 2026,Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
330,CU-322,Texas Medical Debt: No Statewide Charity Care Floor -- What You Can Still Do,Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
331,CU-323,What Is Upcoding? How to Spot It on Your Hospital Bill,Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
332,CU-324,What Is Unbundling in Medical Billing? Real Examples + How to Catch It,Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
333,CU-325,"Florida Medical Debt 2026: AdventHealth, HCA Florida, and Charity Care Rules",Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
334,CU-326,How Much Does a C-Section Cost in 2026? CPT 59510 Reality Check,Ready,2,REVIEW_NEEDED,procedure,c-section-cost,Review: looks like procedure but jaccard only 0.50. Could keep as blog OR migrate.,0.50,Ambiguous match; needs human eyes
335,CU-327,Illinois Hospital Fair Billing Act: Up to 200% FPL Free Care Rules (2026),Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
336,CU-328,"Air Ambulance Bill of $50,000? Here's How to Fight It Under the No Surprises Act",Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
337,CU-329,Anesthesia Bill Charged Separately? Here's Why and What to Do,Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
338,CU-330,How Much Does an Appendectomy Cost? CPT 44970 vs. Hospital Chargemaster,Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
339,CU-331,Cedars-Sinai Charity Care: Income Limits and Application (2026),Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
340,CU-332,Mass General Brigham Charity Care: Massachusetts Health Safety Net Path,Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
341,CU-333,Maryland All-Payer System: Why Hospital Bills Are Lower (and Still Disputable),Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
342,CU-334,How Much Does a Knee Replacement Cost? CPT 27447 Bundled Reality,Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
343,CU-335,What Is Modifier 25? When Hospitals Use It (and Sometimes Misuse It),Ready,2,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
344,CU-336,"What Is a Level 5 ER Visit (CPT 99285)? When It's Justified, When It's Upcoding",Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
345,CU-337,"Washington Charity Care Law: Up to 300% FPL Free, Up to 400% Discount (2026)",Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
346,CU-338,New Jersey Charity Care: State-Funded Program Application (2026),Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
347,CU-339,Ascension Hospital Charity Care: Catholic System FAP by State,Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
348,CU-340,Why You Got Two Charges for the Same Service: Duplicate Billing Decoded,Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
349,CU-341,$800 for an IV Bag (J7030)? How Hospitals Mark Up Saline 800x,Ready,2,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
350,CU-342,What Is the Chargemaster? The Price List Hospitals Don't Want You to Read,Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
351,CU-343,Providence Health Charity Care: Up to 400% FPL Discount (2026),Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
352,CU-344,How Much Does a Gallbladder Surgery (Laparoscopic Cholecystectomy) Cost?,Ready,2,REVIEW_NEEDED,procedure,gallbladder-surgery-cost,Review: looks like procedure but jaccard only 0.50. Could keep as blog OR migrate.,0.50,Ambiguous match; needs human eyes
353,CU-345,What Is Balance Billing -- and When Is It Illegal? (NSA Walkthrough),Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
354,CU-346,Hospital Bill Sent to Collections? Here's What to Do First (2026),Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
355,CU-347,How Much Does a Hip Replacement Cost? CPT 27130 vs. Chargemaster,Ready,2,REVIEW_NEEDED,procedure,hip-replacement-cost,Review: looks like procedure but jaccard only 0.50. Could keep as blog OR migrate.,0.50,Ambiguous match; needs human eyes
356,CU-348,UPMC Financial Assistance: Pennsylvania's Largest System Charity Care,Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
357,CU-349,Connecticut Medical Debt 2026: New Credit Reporting Ban + Charity Care,Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
358,CU-350,"Minnesota Debt Fairness Act: No Spouse Liability, No Garnishment (2026)",Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
359,CU-351,Northwell Health Charity Care: New York's Largest Health System FAP,Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
360,CU-352,How Much Does a Heart Stent Cost? CPT 92928 Reality Check,Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
361,CU-353,What Is Revenue Code 0450? ER Charges Decoded for Patients,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
362,CU-354,"What Is HCPCS J3490? The ""Unclassified Drug"" Charge on Your Bill",Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
363,CU-355,Trinity Health Charity Care: Catholic System Up to 400% Discount,Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
364,CU-356,How Much Does a Chemo Infusion Cost? CPT 96413 + J-Codes Decoded,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
365,CU-357,NewYork-Presbyterian Charity Care: NY Law + Hospital FAP Combined,Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
366,CU-358,NYU Langone Financial Assistance: Income Thresholds and Hidden Steps,Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
367,CU-359,How Much Does a Vaginal Delivery Cost? CPT 59400 vs. What You'll Pay,Ready,3,REVIEW_NEEDED,procedure,vaginal-delivery-cost,Review: looks like procedure but jaccard only 0.50. Could keep as blog OR migrate.,0.50,Ambiguous match; needs human eyes
368,CU-360,Oregon Hospital Charity Care: SB 619 Expansion (2026),Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
369,CU-361,"Cost-to-Charge Ratio: Why Your $50,000 Bill Cost the Hospital $8,000",Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
370,CU-362,What Is QPA (Qualified Payment Amount) on Your EOB?,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
371,CU-363,Hospital Price Transparency: Hospitals Fined by CMS in 2025-2026 (Full List),Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
372,CU-364,How Much Does an Echocardiogram Cost? CPT 93306 vs. Chargemaster,Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
373,CU-365,Colorado Hospital Discounted Care Program: Up to 250% FPL Rules (2026),Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
374,CU-366,How Much Does an Upper Endoscopy (EGD) Cost? CPT 43239 Decoded,Ready,3,REVIEW_NEEDED,procedure,upper-endoscopy-cost,Review: looks like procedure but jaccard only 0.55. Could keep as blog OR migrate.,0.55,Ambiguous match; needs human eyes
375,CU-367,What Is Observation Status -- and Why It Could Triple Your Bill,Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
376,CU-368,What Is Modifier 59? Hospitals Use It to Bypass NCCI Edits,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
377,CU-369,Memorial Sloan Kettering Charity Care: Cancer Center FAP (2026),Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
378,CU-370,How to Apply for Hospital Charity Care: 8-Step Walkthrough,Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
379,CU-371,What Is Amount Generally Billed (AGB)? How 501(r) Caps Your Bill,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
380,CU-372,Sutter Health Financial Assistance: CA Hospital Fair Pricing Act in Action,Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
381,CU-373,UCLA Medical Center Charity Care: Income Thresholds for 2026,Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
382,CU-374,How Much Does a CABG (Coronary Bypass) Cost? CPT 33533 + DRG 233,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
383,CU-375,Houston Methodist Charity Care: Texas FAP Patchwork (2026),Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
